"Date Recorded","Currently Processing", "Wait Time (months)"
"Tue Nov 14 2017","Sun Feb 12 2017","9.2"
"Fri Nov 24 2017","Sun Mar 19 2017","8.4"
"Mon Dec 11 2017","Thu Dec 22 2016","11.8"
"Thu Dec 14 2017","Sat Dec 03 2016","12.5"
"Mon Dec 18 2017","Thu Feb 16 2017","10.2"
"Tue Dec 19 2017","Sun Feb 12 2017","10.3"
