"Date Recorded","Currently Processing", "Wait Time (months)"
"Sun Dec 31 2017","Sat Feb 04 2017","11.0"
"Mon Jan 01 2018","Sat Feb 04 2017","11.1"
"Wed Jan 03 2018","Sat Feb 04 2017","11.1"
"Fri Jan 05 2018","Sat Feb 04 2017","11.2"
"Tue Jan 09 2018","Sat Feb 04 2017","11.3"
"Thu Jan 11 2018","Sat Feb 04 2017","11.4"
"Tue Jan 16 2018","Sat Feb 04 2017","11.6"
