"Date Recorded","Currently Processing", "Wait Time (months)"
"Tue Nov 14 2017","Thu Jan 12 2017","10.2"
"Fri Nov 24 2017","Mon May 01 2017","6.9"
"Mon Dec 11 2017","Tue Feb 07 2017","10.2"
