"Date Recorded","Currently Processing", "Wait Time (months)"
"Tue Nov 14 2017","Thu Apr 20 2017","7.0"
"Fri Nov 24 2017","Sat Dec 10 2016","11.7"
"Mon Dec 11 2017","Thu Apr 20 2017","7.9"
"Thu Dec 14 2017","Sun Dec 11 2016","12.3"
"Mon Dec 18 2017","Thu Apr 20 2017","8.1"
"Tue Dec 19 2017","Wed Apr 19 2017","8.1"
"Thu Dec 28 2017","Thu May 18 2017","7.5"
