"Date Recorded","Currently Processing", "Wait Time (months)"
"Tue Nov 14 2017","Thu Feb 16 2017","9.1"
"Fri Nov 24 2017","Sun Dec 25 2016","11.2"
"Mon Dec 11 2017","Sun Nov 06 2016","13.4"
