"Date Recorded","Currently Processing", "Wait Time (months)"
"Tue Nov 14 2017","Thu Feb 16 2017","9.1"
"Fri Nov 24 2017","Wed Mar 08 2017","8.7"
"Mon Dec 11 2017","Wed Mar 08 2017","9.3"
"Thu Dec 14 2017","Sun Dec 11 2016","12.3"
"Mon Dec 18 2017","Thu Mar 16 2017","9.2"
"Tue Dec 19 2017","Wed Apr 19 2017","8.1"
"Thu Dec 28 2017","Wed Apr 12 2017","8.7"
