"Date Recorded","Currently Processing", "Wait Time (months)"
"Tue Nov 14 2017","Tue Mar 21 2017","8.0"
"Fri Nov 24 2017","Tue Mar 21 2017","8.3"
"Mon Dec 11 2017","Tue Mar 28 2017","8.6"
"Thu Dec 14 2017","Tue Mar 21 2017","9.0"
