"Date Recorded","Currently Processing", "Wait Time (months)"
"Sun Dec 31 2017","Sat Oct 22 2016","14.5"
"Mon Jan 01 2018","Sat Oct 22 2016","14.6"
"Wed Jan 03 2018","Sat Oct 22 2016","14.6"
"Fri Jan 05 2018","Sat Oct 22 2016","14.7"
"Tue Jan 09 2018","Sat Oct 22 2016","14.8"
"Thu Jan 11 2018","Sat Oct 22 2016","14.9"
"Tue Jan 16 2018","Sat Oct 22 2016","15.1"
