"Date Recorded","Currently Processing", "Wait Time (months)"
"Tue Nov 14 2017","Tue Dec 06 2016","11.5"
"Fri Nov 24 2017","Tue Dec 06 2016","11.8"
"Mon Dec 11 2017","Fri Sep 30 2016","14.6"
"Thu Dec 14 2017","Sun Apr 02 2017","8.6"
