"Date Recorded","Currently Processing", "Wait Time (months)"
"Sun Dec 31 2017","Mon Apr 24 2017","8.4"
"Mon Jan 01 2018","Mon Apr 24 2017","8.4"
"Wed Jan 03 2018","Mon Apr 24 2017","8.5"
"Fri Jan 05 2018","Mon Apr 24 2017","8.6"
"Tue Jan 09 2018","Mon Apr 24 2017","8.7"
"Thu Jan 11 2018","Mon Apr 24 2017","8.7"
"Tue Jan 16 2018","Mon Apr 24 2017","8.9"
"Tue Jan 23 2018","Mon Apr 24 2017","9.2"
"Wed Jan 24 2018","Mon Apr 24 2017","9.2"
