"Date Recorded","Currently Processing", "Wait Time (months)"
"Tue Nov 14 2017","Sat Jan 14 2017","10.2"
"Fri Nov 24 2017","Sun Dec 25 2016","11.2"
"Mon Dec 11 2017","Sun Nov 06 2016","13.4"
"Thu Dec 14 2017","Sun Dec 11 2016","12.3"
