"Date Recorded","Currently Processing", "Wait Time (months)"
"Tue Nov 14 2017","Tue Feb 07 2017","9.4"
"Fri Nov 24 2017","Mon Jan 23 2017","10.2"
"Mon Dec 11 2017","Thu Jan 12 2017","11.1"
"Thu Dec 14 2017","Tue Feb 07 2017","10.3"
"Mon Dec 18 2017","Sun Feb 12 2017","10.3"
"Tue Dec 19 2017","Fri Mar 10 2017","9.5"
