"Date Recorded","Currently Processing", "Wait Time (months)"
"Sun Dec 31 2017","Sun Jan 15 2017","11.7"
"Mon Jan 01 2018","Sun Jan 15 2017","11.7"
"Wed Jan 03 2018","Sun Jan 15 2017","11.8"
"Fri Jan 05 2018","Sun Jan 15 2017","11.9"
